,tweet,likes,country,candidate,retweet_count
1748,"#Biden still campaigning! Can somebody tell him and his media hacks that #Trump is still the president.
#Elections2020 #TrumpLandsideVictory2020🇺🇸",,Bahamas,Trump,2.0
1749,President Donald Trump wants to end the count but he can’t all votes must be accounted for🤣😭🤣😭 #ElectionResults #Election2020 #trump #elections #ElectionNight #Vote2020 #Elections2020 #ElectionDay #vote https://t.co/SmS3RYsaiD,,Bahamas,Trump,2.0
1750,President-Elect Biden indecipherable during rally appearances few weeks ago. Pretty hilarious 😆 #BidenHarris2020 #Trump #DonaldTrump #Election2020results #Election2020  #PresidentElectJoe #elections #JoeBiden https://t.co/wL8lsbjyxE,,Bahamas,Trump,1.0
1751,President-Elect Biden indecipherable during rally appearances few weeks ago. Pretty hilarious 😆 #BidenHarris2020 #Trump #DonaldTrump #Election2020results #Election2020  #PresidentElectJoe #elections #JoeBiden https://t.co/wL8lsbjyxE,,Bahamas,Trump,1.0
1752,"الرئيس دونالد ترامب من الرؤساء اللذين تبرعوا برواتبهم!!!!!
@OKAZ_online 
#Trump2020  Trump is one of three US leaders who donated his monthly salary. 
#Trump https://t.co/H4kq2pSRP9",,Bahrain,Trump,17.0
1753,"المحلل السياسي ماك شرقاوي يشرح لـ""الوطن"" أهمية وخصوصية الانتخابات الأمريكية الحالية، ومن هو المرشح المرجح بالفوز

@MacSharkawy 

#انتخابات_أمریکا #الانتخابات_الامريكية #vote2020 #electionday2020 #trump #Biden #ElectionNight https://t.co/8y6JWHMLZl",,Bahrain,Trump,7.0
1754,"صورة تعبر الكثير عن الرئيس الأمريكي دونالد ترامب
A great picture with very deep meanings
#TrumpvsBiden #Trump
#ترامب_بايدن
اندبندنت عربية/ عاجل ... تعرف إلى الولايات التي فاز فيها ترمب وبايدن حتى الآن - عبر تطبيق نبض @NabdApp 
https://t.co/F89KiPB4m1 https://t.co/lzz8ARQRs5",,Bahrain,Trump,6.0
1755,"نحب حمر النواظر لهذه الاسباب 😀
#الملك_حمد ربي يحفظه قائد نهضتنا 💙
#البحرين 
#ترامب 
#Trump 
#Elections2020 https://t.co/4anlatPWId",,Bahrain,Trump,3.0
1756,"وسائل إعلام أمريكية: #ترامب متقدم بفارق 400 ألف صوت في ولاية فلوريدا  الحاسمة مع فرز 97% من الأصوات

#Election2020 #Elections2020 #ElectionDay #elections #trump #Biden",,Bahrain,Trump,2.0
1757,"Look at India, it's Filthy! The Air is Filthy!

- Modi's so-called friend #Trump remarks on #India. 

#Debate2020 https://t.co/zVoEqv0Ame",,Bangladesh,Trump,44.0
1758,"@realDonaldTrump  dance after winning the election

#DonaldTrump 
#ElectionNight 
#Election2020 
#PresidentialElection 
#USAElections2020 
#Trump2020 
#TrumpCollapse 
#TrumpVsBidenFight https://t.co/ueZ2Xuz0Y8",,Bangladesh,Trump,29.0
1759,Like for Biden ❤️ Retweet for trump #Trump o Biden #USElection2020 #AmericaDecides2020 https://t.co/E8qij3P0UM https://t.co/AtM70SeCnP,,Bangladesh,Trump,26.0
1760,"RIP Dolaaan Tramp 😢

#Trump #Election2020 #Modi

https://t.co/ESbgWgUZIJ",,Bangladesh,Trump,26.0
1761,#MrPresident #PresidentJoeBiden #Melania #USElectionResults2020 #FiverrBox #Fiverr #CHESHU #Election2020 #Trump #bidenharis2020 #Apple #typescript #America #JavaScript #GitHub #100DaysOfCode #programming #coding #CodeNewbie #codelife #ux #Python #Software #DEVCommunity #webdesign https://t.co/jyUJf3cHPQ,,Bangladesh,Trump,11.0
1762,"@FloridaMan__ Lemme make sure I get this right ... sooo ... *checks notes* ... the 1st #tRump supporter vandalized the property of the 2nd #tRump supporter,  because the 1st #tRump supporter believed that 2nd #tRump supporter was making #TrumpCovid19 look 'too racist'? 

Did I get it all?? https://t.co/bkH8R737Qa",,Barbados,Trump,0.0
1763,"#TrumpsTheBiggestLiarEver 
guess how many times #Trump told the truth while #POTUS https://t.co/z9YXSPpMaY",,Barbados,Trump,0.0
1764,#Trump administration turns down #CaliforniaFires 's request for wildfire disaster assistance: https://t.co/8zJcG2TA8Z via @AOL,,Barbados,Trump,0.0
1765,Think I now see a #trump woman in Sheraton... mask under she chin. This is why people cannot get further,,Barbados,Trump,0.0
1766,@Acyn who knew #Trump certainly did not recieve a #NobelPeacePrize2020 come to think of it he wasn't even #nominated how ever Ill never forget the day #Obama Won The Nobel Peace Prize Award Ceremony 2009 https://t.co/hXwcp4g7pT,,Barbados,Trump,0.0
1767,‘These evil attacks must stop!’: #Trump condemns ‘vile terrorism’ after #Vienna shooting spree — RT World News @realDonaldTrump https://t.co/2QlBR9PT4Y,,Belarus,Trump,2.0
1768,"I have a message for American President #DonaldTrump: If he wants to win, he needs to rig it up to 80% of the vote, claim victory, and send in his army &amp; special police forces to skull-crack his opponents protesting the vote. It worked for me... #Election2020 Good luck America!!!",,Belarus,Trump,1.0
1769,"President #DonaldTrump didn't take one iota of advice on how to rig an election. Hello? I just showed you how it was done 3 months ago, for chrissake. The man cannot take notes, make decisions, or stick to a fake story. #DictatorTrump is the worst fake dictator in human history.",,Belarus,Trump,1.0
1770,"American President #DonaldTrump made a request to me, urging that I send some of my special police forces to the USA this week to crack down on the Democrats there in exchange for economic aid. I flatly rejected his offer, saying I need them for my own skull-cracking purposes.",,Belarus,Trump,0.0
1771,"If voting made any difference they wouldn’t let us do it. — Mark Twain

#vote  #electionday  #Election2020  #trump #biden #whatever https://t.co/3RWloghUQT",,Belarus,Trump,0.0
1772,"#Mentana commentò la conferenza di #Conte su #Salvini e #Meloni dicendo:""Se lo avessi saputo non lo avrei mandato in onda"". Gli fu dato del censore e del fascista.
Le Tv americane tagliano il discorso di #Trump che è ancora in carica ed è tutto democratico. #fatepacecolcervello🇺🇸 https://t.co/WuzSiNqtjX",,Belgium,Trump,246.0
1773,Stanotte vince #TRUMP. Sono cambiati i toni trionfalistici di chi vedeva #Biden in vantaggio di 20 punti. Ora sono costretti ad ammettere un possibile sorpasso negli Stati chiave. Guardate questi #sondaggi Stato per Stato 🇺🇸https://t.co/yCqIv9dTft #maratonamentana #ELECTIONDAY,,Belgium,Trump,202.0
1774,"Justo lo expliqué hoy en entrevista con @antoniovaldezEC, minutos después publican video que refuerza lo que digo.

#Trump es un proyecto con fuertes aliados, el #vaticano y la aristocracia europea. El juego aún no se termina.

La entrevista👉 https://t.co/qNwuJjh7lH https://t.co/yhdPfOIx8z",,Belgium,Trump,152.0
1775,"Elle vient d’être élue!
Proche de #Trump, pro-vie, pro-arme à feu, anti-immigration, anti-Obama, anti environnement, anti gay, anti masque, xénophobe et raciste

Marjorie Taylor Greene, elue au Congrès. Son clip de campagne etait hallucinant #USElection 

 https://t.co/3cCBNfLeol",,Belgium,Trump,136.0
1776,Deze tekst op Facebook tegengekomen over #DonaldTrump en dat is de waarheid waar ik achtersta en kan het zelf niet beter verwoorden 👇 https://t.co/t8G1zI5UFA,,Belgium,Trump,125.0
1777,Do you ! #DonaldTrump ! @FLOTUS #DonaldTrumpIsPathetic #DonaldTrumpHasAChineseBankAccount https://t.co/ERYVBUhVKf,,Belize,Trump,0.0
1778,@realDonaldTrump #Trump idealist,,Belize,Trump,0.0
1779,@realDonaldTrump #DonaldTrump #donaldtrump2020 @FoxNews https://t.co/vUdgzH4hul,,Belize,Trump,0.0
1780,#DonaldTrump #MAGA #MAGA2020 #DonaldTrumpsAmerica https://t.co/V8Tg9nER6r,,Belize,Trump,0.0
1781,@funder #Trump rallies kill people,,Belize,Trump,0.0
1782,"#Federalworkers #CivilService
#VoteBlueToSaveAmerica #TrumpIsARacist #Trump2020Landslide #BidenHarris2020Landslide     #Trump’s newest executive order could prove one of his most insidious

https://t.co/3WytWCJpfp",,Benin,Trump,0.0
1783,"#VoteThemAllOut
Lincoln Project says #Kushner and #Trump are ""entitled, out-of-touch bullies"" in response to billboard lawsuit threat

https://t.co/swOI8KsEse",,Benin,Trump,0.0
1784,"☠️ #Elections2020
Gane #Biden o #Trump da lo mismo.🤷🏻‍♀️
El neoliberalismo es muerte y hambruna. 
#EEUU continuará su ola de crímenes por los recursos ajenos. 
#HaciaUnaNuevaAN https://t.co/aUhIJjM2D4",,Bolivia,Trump,138.0
1785,"🔥 #EEUU 🔥
#Elections2020

Manifestantes salen a las calles de Chicago contra  #Trump

🗣️ Gritan los nombres de “Breonna Taylor! George Floyd!” asesinados por la Policía🤬

.@TPU19J .@ellamararodrig1
.@mijamart88 
https://t.co/yo9X2e4Run",,Bolivia,Trump,90.0
1786,"En #EEUU pocas personas entienden cómo funciona la mente de Trump como el expresidente Barack Obama.

""Si #Trump se hubiera enfocado en el #COVID19 desde el principio, los casos no alcanzarían nuevos récords en todo el país"".
#ElectionDay
.@ChalecosAmarill
https://t.co/PEgB43Y7xk",,Bolivia,Trump,39.0
1787,"Ganó la vida, 
Ganó la libertad, 
Ganó la familia, 
Ganó Latinoamérica, 
¡¡¡GANÓ TRUMP!!!
#Trump2020
#EleccionesEEUU
#latamsupportstrump
#Trump 
#Elecciones2020 https://t.co/0tCGRy4TgN",,Bolivia,Trump,24.0
1788,"🔥 #EleccionesEEUU 🔥
Donald #Trump 🐷 y Joe Biden se disputan la presidencia de Estados Unidos. Dos trayectorias diferentes. Dos visiones antagónicas de su país y de las relaciones con el mundo. #3Nov
By: @dw_espanol

.@ellamararodrig1
.@ViviSbizarra
https://t.co/8BpfbFdIaS",,Bolivia,Trump,23.0
1789,Ona je poručila da američki narod zaslužuje poštene izbore #joebiden #donaldtrump #melaniatrump https://t.co/RocL5YVdUp,,Bosnia and Herzegovina,Trump,4.0
1790,Biden je nakon višednevnog brojanja glasova osvojio ključnu državu Pennsylvaniju #joebiden #donaldtrump #izboriusadu https://t.co/jMdoB4HEhG,,Bosnia and Herzegovina,Trump,3.0
1791,i really hope this hasn't already been done... #JoeBiden #DonaldTrump #Election2020 https://t.co/N5zu4pbe90,,Bosnia and Herzegovina,Trump,2.0
1792,"Janša je ranije čestitao Trumpu, iako pobjednik nije bio objavljen #slovenija #janezjansa #joebiden #donaldtrump #izboriusadu https://t.co/cbQL2FYica",,Bosnia and Herzegovina,Trump,2.0
1793,"Policija je još sinoć pozvana na mjesto događaja gdje mladić i dalje visi. Dvadesetogodišnjak nije precizirao šta tačno želi od predsjednika, samo traži razgovar s njim #chicago #donaldtrump https://t.co/I5dO98oXP7",,Bosnia and Herzegovina,Trump,1.0
1794,#Trump x #Biden,,Brazil,Trump,465.0
1795,🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣😂😂😂😂😂😂😂😂😂😂😂😂😂#Vote2020 #BidenHarris2020 #DonaldTrump  https://t.co/aWXPYDvqJf,,Brazil,Trump,409.0
1796,Celebridades ameaçam deixar os EUA caso Trump seja reeleito #DonaldTrump https://t.co/PBFBKek5Gh,,Brazil,Trump,299.0
1797,"Como eu vejo.

#EleicoesnosEUA #biden #trump #ladygaga https://t.co/h4of9KcLyX",,Brazil,Trump,176.0
1798,"Hoje é o dia! 🇧🇷🤝🇺🇸 
#KAG #MAGA #Trump",,Brazil,Trump,158.0
1799,Hillary won the popular vote supposedly For the People by the People but is Electoral College last word. Half the people that voted for #Trump won't repeat the same MISTAKE so you make your calculations HE'S FRIED TOAST THE END @ProjectLincoln @rhodafromfloda,,British Virgin Islands,Trump,0.0
1800,"#Trump will go down in History as the Most Dishonest Corrupt President in The History of America how sad is that , his name,family,friends would not pronounce that sick bastards name again @rhodafromfloda @PoliticusSarah @ProjectLincoln https://t.co/d2XXvxwVNC",,British Virgin Islands,Trump,0.0
1801,"#Trump threatening to reveal US Secrets if He loses the Election which He will , but what kind of patriot is this AHole @rhodafromfloda https://t.co/nutoKyMQn7",,British Virgin Islands,Trump,0.0
1802,"Trump insists Biden got $3.5 million from Putin👇
#FinanceBrokerage #WeWriteWhatIsRight #Trump #Putin 
https://t.co/LQHmsShnvq",,British Virgin Islands,Trump,0.0
1803,Did #Trump rape all those women ? HELL YES !!! https://t.co/7tg96qpql1,,British Virgin Islands,Trump,0.0
1804,"10 Books with #Clairvoyant/#Psychic predictions of: #Election2020, #ElectionDay ,#2020Election, #Biden , #Trump , #VOTE , #Trump2020 or #Biden2020 , #SupremeCourt , #Elections2020 https://t.co/CHw9c8VNd1",,Bulgaria,Trump,1.0
1805,"10 Books with #Clairvoyant/#Psychic predictions of: #Election2020, #ElectionDay ,#2020Election, #Biden , #Trump , #VOTE , #Trump2020 or #Biden2020 , #SupremeCourt , #Elections2020 https://t.co/nFeiVWa81g",,Bulgaria,Trump,1.0
1806,"10 Books with #Clairvoyant/#Psychic predictions of: #Election2020, #ElectionDay ,#2020Election, #Biden , #Trump , #VOTE , #Trump2020 or #Biden2020 , #SupremeCourt , #Elections2020 -... https://t.co/fAZ0PEBWAR",,Bulgaria,Trump,1.0
1807,"#Trump for #tankers, #Biden for boxes and DryBulk -  https://t.co/gbHDpVclkF #shipping #USAElections2020",,Bulgaria,Trump,1.0
1808,"NEW #EBOOK : #Trump vs #Biden The #War in USA – Presidential #Election2020 . Internal #Information about the strategies and plans of the #Election battle Clairvoyant/Psychic predictions for USA June – November 2020 through the eyes of : The killer of - 
https://t.co/wj19uSb4Os",,Bulgaria,Trump,0.0
1809,"La diplomatie selon Trump [2/6]: l’Afrique, continent oublié https://t.co/R6fyKo2ReI via @RFIAfrique #USA #DonaldTrump",,Burkina Faso,Trump,1.0
1810,"Tapez votre mot de passe pour effectuer le virement 1B$:
Maga2020 #Trump https://t.co/jP1GSqU1XD",,Burkina Faso,Trump,1.0
1811,"You can not get  down because we're with you ✌🏿💪🏿

We need you big man #Trump 😎

Go and win ✌🏿✌🏿✌🏿 https://t.co/U8ETstGjGu",,Burkina Faso,Trump,1.0
1812,"If @realDonaldTrump  is so worried about his beautiful hair being ruined by the water pressure in hotels, maybe he should just take it to the drycleaner next time #Trump #toupee",,Burkina Faso,Trump,0.0
1813,VOTE OUT #TRUMP! https://t.co/qcA2XifCHR,,Burkina Faso,Trump,0.0
1814,"🚨🚨More Videos out about the white trucks dumping MILLIONS of #Trump Votes into the dumpsite. WOW.
More &amp;more evidence of Coordinated Election-Fraud the likes of has never been seen before in any western nation in history. MASSIVE removal of TRUCKLOADS of documents from stations https://t.co/UrhXKsQNB6",,Cambodia,Trump,961.0
1815,"11/
-#CBS says the numbers you are told by #MSM ARE NOT REAL. They are supposed to be from the counties but they LIED TO YOUR FACE. They are 100% FRAUDED &amp; off by MILLIONS claiming #JoeBiden won when #Trump was WAY AHEAD. They did this to FAKE a look like the election is close! https://t.co/gwC73Pb9gJ",,Cambodia,Trump,717.0
1816,"2/
-This is the BIGGEST Election Scandal &amp; MEGAFRAUD against the #American Public ever perpetrated! The Polling company who has sole contract FRAUDED the data to send to the MSM, so that #Trump could not call the election win, &amp; you thought #Biden won so the polls close, they --&gt;",,Cambodia,Trump,611.0
1817,"4/
-And who is behind it?? #GatesFoundation! #Facebook #Google #Apple #Spotify &amp; GLOBALIST Orgs that HATE Trump and are ALL UNDER CRIMINAL INVESTIGATIONS by the #Trump Administration!! They have RIGGED the election colluding just like Banning his posts and banning #conservatives!",,Cambodia,Trump,533.0
1818,"16/
Here you can see who PAYS THEM.
#GatesFoundation #Google #Apple #Facebook #Amazon #Spotify #Disney CPP's #AMC &amp; Globalist Orgs. All who Ban &amp; Deplatform #Conservatives &amp; #Trump posts &amp; are TDS maniacs &amp; under CRIMINAL investigations &amp; Anti-Trust investigations vs the people!! https://t.co/GthVLtSvcG",,Cambodia,Trump,448.0
1819,"One evil man, #PaulBiya, has confiscated power in #TheCameroons. He is in Year 39 of his devilish reign. #America loves &amp; enjoys democracy &amp; peaceful transitions. Whatever fight he puts up, #Trump will be gone. Yet, #EvilBiya can slaughter to stay in power. https://t.co/9hj2eLAyfq",,Cameroon,Trump,6.0
1820,"As Americans go to the polls today, they will be choosing between two candidates who are over 70. 
This will be the first time in America's history that a person over 75 will be in the White House. 
#usa #elections #electionnight #electionnight2020 #DonaldTrump #JoeBiden https://t.co/5sEjecxnuW",,Cameroon,Trump,5.0
1821,"Diversification économique en Afrique centrale : Le système éducatif n’est pas à la hauteur! https://t.co/q72vaOYODi @_AfricanUnion @com_cemac @CEEAC_ECCAS
@France24_fr @AnniePayep @AfDB_Group @_AfricanUnion
@Financialafrik #EndAnglophoneCrisis #Jesus #Cardinal_Tumi #Trump",,Cameroon,Trump,3.0
1822,"Imagine that Trump was once President of the United States. Don't you feel like you can become anything you wanna be? I bet you are smarter.

#JoeBidenKamalaHarris2020 #AmericaDecides2020 #Trump #TRUMP_OUT #USAElections2020",,Cameroon,Trump,3.0
1823,"Pendant ce temps au @GondwanaCity, @realDonaldTrump !

#Paysdemerde #USElections2020 #JoeBiden #TrumpvsBiden #Trump https://t.co/Hhoie5Gbzs",,Cameroon,Trump,2.0
1824,Cartoon for @TorontoStar  #trump  #TrumpVirus #TrumpCollapse #ElectionDay #Election2020 https://t.co/IsmXl2Odfb,,Canada,Trump,1155.0
1825,"— SHARE! —

WATCH Leslie Stahl interrupt President #Trump 73 times during 60 Minutes interview

#MAGA #Debates2020 #tcot https://t.co/UQ7AKLWJUd",,Canada,Trump,974.0
1826,This women is all of us. 👏👏👏👏👏👏👏👏 tears of joy. #bidenharis2020 #Biden #Trump #Election2020results #PresidentBiden2020 #PresidentElectJoe https://t.co/vT0FXcVWUj,,Canada,Trump,601.0
1827,"Town Hall YouTube Ratings

At the end of #Trump's town hall, the #NBC News YouTube channel showed 153,660 viewers were watching. 

#ABC News's YouTube channel showed 507,445 viewers at the end of #Biden's town hall.

AND, THE WINNER IS, BIDEN!!!

#MOG
 https://t.co/md6MsdKtK8",,Canada,Trump,503.0
1828,Cartoon for @TorontoStar  #TrumpVirus #TrumpIsNotWell #Trump #TrumpMeltdown https://t.co/yZMlGoesbO,,Canada,Trump,499.0
1829,@_donalphonso Möchte #Trump die #Demokraten jetzt 100:0 schlagen? ;-),,Cape Verde,Trump,0.0
1830,"@_donalphonso Eine hervorragende Vorhersage.

Bei Biden nimmt man die untere Zahl und zieht noch etwas ab.

Bei #Trump nimmt man die obere Grenze der Vorhersage und gibt noch etwas hinzu.",,Cape Verde,Trump,0.0
1831,So first #Trump debates Chris Wallace and now he is debating #SavannahGuthrie ...she is absolutely awful #TrumpTownHall,,Cayman Islands,Trump,1.0
1832,"Best article ⁦@ClayTravis⁩ has ever written...regardless of who you are voting for, just read this...#Vote #Trump #USA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/71pkwn1dWQ",,Cayman Islands,Trump,0.0
1833,I just unfollowed 3/4 of my Facebook friends. Left or right you both annoy me. Next step is unfriend. You can’t be for an issue when your guy does it and be against same issue when the other guy does it. #trump #biden  #hypocrisy,,Cayman Islands,Trump,0.0
1834,"Conspiracy theorist Alex Jones shows up at Arizona vote protest
#Trump",,Cayman Islands,Trump,0.0
1835,#trump #Prediction @joerogan @adamcarolla  I predict Trump will pardon #Snowden,,Cayman Islands,Trump,0.0
1836,La predicción que hacen en las noticias aquí en EEUU es que gana #Trump,,Chile,Trump,200.0
1837,Barack Obama dice que si Donald #Trump no puede responder preguntas díficiles en una entrevista no debería conseguir un segundo mandato (inglés) https://t.co/OGU3djt8Jc,,Chile,Trump,123.0
1838,"#Trump gana Nevada y se acaba todo para Biden, pero frenaron el conteo, aparentemente hasta mañana. Diferencia de menos de 8.000 votos, con tendencia a la suba de los republicanos. Es muy sospechoso.

 #Elecciones",,Chile,Trump,75.0
1839,Y eso que aún faltan los votos del estado federal de Las Condes 😂 🤡 #caezaepichi #Trump #Elecciones https://t.co/NCbypnRLP2,,Chile,Trump,74.0
1840,Un mini #Trump acapara la atención en una celebración de #Halloween en la Casa Blanca #EstadosUnidos https://t.co/zHtoghOMe9,,Chile,Trump,73.0
1841,"侵侵已將主要社交媒體帳號轉至Gab
面對Facebook和Twiitter既封殺行動 佢決定更改網上發言平台
侵侵AC：
https://t.co/8d1anvelDr
我都開咗AC啦 你開咗未？
https://t.co/68t9f4QuCM

建議用 #手足再料 去搵返大家！

#gab #Trump 
https://t.co/B8YZmpIQps https://t.co/p0euNgHPyq",,China,Trump,164.0
1842,"Two injured after shooter fires pellets into crowd of #Trump supporters in Fort Lauderdale
美國時間周五晚間傳出，佛羅里達州（#Florida）羅德岱堡（#Lauderdale）發生槍擊事件，一名搭乘汽車的槍手竟朝著現任總統川普的支持者開槍，造成2名婦女受傷送醫。
https://t.co/yXfScUYf5P",,China,Trump,108.0
1843,"Bernie Sanders predicted this, now #Trump wants to stop all vote counts... this is fucking insane 

#Elections2020   #2020Election
#PresidentialElection 
#Biden #USElection #USElections2020 

https://t.co/Lx9hA6CeCh",,China,Trump,97.0
1844,"Chinese dissident Chen Guangcheng, who now lives in the #US, has joined other #Trump supporters in spreading unsubstantiated claims of “voting fraud” following what appears to be a Biden election victory. https://t.co/wPG4AtOFzE",,China,Trump,85.0
1845,"Trump vs Biden! Whose side are you on?

#Trump #Biden https://t.co/pJsNSxa0vj",,China,Trump,60.0
1846,No quien CREE! Usted quien QUIERE que gane las elecciones presidenciales en Estados Unidos? #TrumpOBiden #trump #biden,,Colombia,Trump,295.0
1847,"🇺🇲#EleccionesUSA2020 | ¿Qué esta pasando con el escrutinio en Pensilvania? Pasando por encima de la orden judicial que permite a republicanos entrar a observar el conteo de votos, en el centro de cómputo de Filadelfia no lo permitieron, según Pam Bondi, abogada de Campaña #Trump. https://t.co/4z4zrBCzLA",,Colombia,Trump,176.0
1848,"#Atencion
#ColombiaVotaTrump
#EEUU, la incertidumbre, A estas alturas ya no cabe duda que la corrupta maquinaria anti-#Trump aplicando todos sus recursos y métodos para digitar el resultado. 
Somos testigos, en tiempo real, de la elección más sucia e irregular de su historia. https://t.co/O4KXeSpodU",,Colombia,Trump,79.0
1849,"Los medios de comunicación y el fraude le darán la victoria a #Biden, las leyes le darán el triunfo a #Trump, ya verán https://t.co/vRrmftYcmV",,Colombia,Trump,76.0
1850,"¡JAJAJAJAJAJA!

Morí con ésto.

#Elecciones2020 #Trump #Biden2020 https://t.co/UYwt7aB3Sb",,Colombia,Trump,65.0
1851,@kenolin1 @FLOTUS They suck at everything.  If Faux Melania wore a mask they would have pulled it off.   #FakeNews #FakeMelania #Biden #Trump #SaturdayThoughts,,Congo,Trump,0.0
1852,"I did it a long time ago, lower the ratings, cancel the shit show!  #Trump #AmericaIsBack https://t.co/bKulcjv2ml",,Congo,Trump,0.0
1853,"#Nigeria : Une marche de soutien en l'honneur du président américain Donald Trump.

A parade for @realDonaldTrump in Nigeria

#Africa #Nigeria #Trump #ElectionDay #ElectionNight #Elections2020 #Elecciones2020 #AmericaDecides2020 https://t.co/1YVpGv7eVq",,Congo-Brazzaville,Trump,1.0
1854,« Le Premier ministre Emmanuel Macron » : la bourde de Donald Trump en plein meeting #DonaldTrump #JoeBiden https://t.co/84S0R6nZ0J via @ouestfrance,,Congo-Brazzaville,Trump,0.0
1855,@LinaHidalgoTX Vote out #TRUMP,,Congo-Brazzaville,Trump,0.0
1856,"#DonaldTrump : «Personne n’a jamais fait plus pour la communauté noire que Donald Trump, à part peut-être Abraham Lincoln» 
#USElection2020 #TrumpBidenDebate https://t.co/8SasHJKRXq",,Congo-Brazzaville,Trump,0.0
1857,@realDonaldTrump We only have to lose #TRUMP.,,Congo-Brazzaville,Trump,0.0
1858,"#Trump 

""CE N'EST QUE LE DEBUT!

Le  Brésil, la Slovénie, la Pologne et la Hongrie refusent de reconnaître Joe Biden comme président élu

#ByebyeBiden #GoGoGoJoe https://t.co/JHwKC3WNK0",,Costa Rica,Trump,252.0
1859,"Ingresaron 140.000 votos a Michigan, casi el 100% a favor de Biden, dando vuelta ese estado, sabía que algo así iba a pasar. Ahora los medios dirán “pero si Biden siempre fue ganando, no hay nada sospechoso”, aunque en USA Trump siempre llevó la delantera. #Elecciones2020 #trump",,Costa Rica,Trump,121.0
1860,"Estoy viendo muchas cosas sospechosas 🤔 los medios esforzándose mucho por mostrar a Biden como ganador, y no contando estados donde ya ganó Trump, cuál es la idea? #Elecciones2020 #trump",,Costa Rica,Trump,106.0
1861,"Al cerrar el conteo el día de las elecciones #Trump sería el ganador, la única manera en la que #Biden ganara sería dilatando el conteo varios días, para hacer eso eran necesarios votos por correo, para votar por correo se necesitaba una excusa🦠, ¿entendiste el plan..DEM..ia?",,Costa Rica,Trump,104.0
1862,"#Trump 

💥💥!

Le  Logiciel corrompu utilisé dans le comté du Michigan qui a volé 6000 voix à Trump - Est également utilisé dans tous les swing States
PA, GA, NV, MI, WI, AZ, MN!  via @gatewaypundit https://t.co/ADfr1q2k5H

https://t.co/94t6wDAy0G via @gatewaypundit",,Costa Rica,Trump,95.0
1863,"Let's go Mr. President. Today is the day. F*ck the haters.
#ElectionDay #Vote #VoteTrump #Trump2020 #DonaldTrump #Trump #Election2020",,Croatia,Trump,2.0
1864,"Elvis 🕺would be for #Trump:

One for the money 
Two for the show",,Croatia,Trump,1.0
1865,🤣🤣🤣 #F1 #JoeBiden #DonaldTrump #F1memes https://t.co/1zAUBOfDMX,,Croatia,Trump,1.0
1866,What a coincidence 😂😂😂 #gizmodo #trump #Mashable https://t.co/1CIoxNz2C1,,Croatia,Trump,0.0
1867,"@HrvatskaNikky Probaj se cjepit protiv korone, onako. To ćeš naći bez veza #Putin #Trump Možda ti pomogne protiv gripe. Priča se da je to isti racku",,Croatia,Trump,0.0
1868,"Que terrible este mundo, dónde una persona tan estúpida como #Trump puede hacer tanto daño a su pueblo, a la humanidad, y simplemente seguir su vida de millonario...",,Cuba,Trump,161.0
1869,"#Trump se prepara con los clásicos del golpismo, para autoproclamarse en EEUU como Presidente ""E""  ¿¡esperemos a ver si en Narnia lo reconocen!? ✌️😂 https://t.co/9LR7yeNMjt",,Cuba,Trump,131.0
1870,"¿¡Habiendo tantas razones para votar contra #Trump, por qué aún hay quien vota por él!? 🤔
¿será que no razonan con claridad, están engañados o son supremacistas!?😳",,Cuba,Trump,115.0
1871,"¡Que suerte la de los norteamericanos que nunca han visto un golpe de estado, bueno ellos son los que dan los golpes de estado!😉 ¿O será que #Trump finalmente dará el golpe para instaurar una dictadura imperial en #EEUU?🤔 https://t.co/uChmmMxk6j",,Cuba,Trump,109.0
1872,"Bueno amigos, #Trump ya dió su show e hizo su pataleta, por tanto #ByeByeTrump
 
¡¡HASTA NUNCA @realDonaldTrump!! https://t.co/GNNXUBz2Bd",,Cuba,Trump,94.0
1873,"For those of you who missed that #Trump commercial comparing Joe #Biden to the zombie apocalypse here it is! It's TOO FUNNY! 

#FeartheWalkingDead. #FearTWD #FTWD 

https://t.co/Z75MPJdrfV",,Cyprus,Trump,88.0
1874,"#EsDePolitólogos

🖍 #Infografía | Hillary Clinton recibió casi 3M más votos que #Trump, pero aún así perdió elecciones en 2016 ¿Sistema obsoleto?⭐️ Los colegios electorales tienen un carácter racista, según politólogo @MattyBeRad: https://t.co/BIaoPf3QUv | #TrumpVsBiden2020 🇺🇸 https://t.co/ubSGRpvz2M",,Cyprus,Trump,23.0
1875,"#EsDePolitólogos

#EstadosUnidos 🇺🇸 en cabeza de Donald #Trump se convirtió oficialmente en el único país del mundo que se niega a participar en los esfuerzos climáticos globales estipulados en el Acuerdo de París 🌱♻️ firmados en 2016 en New York. | #Vote2020 #ParisAgreement ⚠️ https://t.co/UxqKA2MDan",,Cyprus,Trump,11.0
1876,"Aπορεί ο μέσος κυπραίος ψηφοφόρος πως οι αμερικάνοι ψηφίζουν #Trump  που αν μιλήσεις μαζί τους το 80% στις απόψεις τους συμπεριλαμβάνουν θρησκοληψία, προφητείες, εθνικισμό, συντηρητισμό και ξενοφοβία. #Elections2020",,Cyprus,Trump,6.0
